order_id,session_id,user_id,date,month,subject,package,price,device,source,ab_group
ORD0598,S09052,U4611,2025-03-22,2025-03,Chemistry,Term,399,Desktop,Organic,A
ORD0599,S09061,U4691,2025-03-22,2025-03,English,Term,399,Desktop,Email,A
ORD0600,S09075,U4470,2025-03-22,2025-03,Mathematics,Trial,49,Mobile,Email,B
ORD0601,S09099,U4403,2025-03-22,2025-03,Chemistry,Monthly,149,Mobile,Email,A
ORD0602,S09130,U6363,2025-03-23,2025-03,Mathematics,Trial,49,Desktop,Organic,B
ORD0603,S09144,U6373,2025-03-23,2025-03,Mathematics,Trial,49,Mobile,Email,B
ORD0604,S09161,U1409,2025-03-23,2025-03,Chemistry,Monthly,149,Desktop,Organic,A
ORD0605,S09169,U6392,2025-03-23,2025-03,Biology,Monthly,149,Desktop,Organic,B
ORD0606,S09176,U6398,2025-03-23,2025-03,Mathematics,Term,399,Mobile,Email,B
ORD0607,S09183,U3265,2025-03-23,2025-03,Science,Monthly,149,Desktop,Organic,A
ORD0608,S09185,U6404,2025-03-23,2025-03,Mathematics,Trial,49,Desktop,Email,B
ORD0609,S09188,U6406,2025-03-23,2025-03,Biology,Monthly,149,Mobile,Direct,B
ORD0610,S09189,U0614,2025-03-23,2025-03,English,Term,399,Mobile,Direct,B
ORD0611,S09196,U6411,2025-03-23,2025-03,Biology,Trial,49,Desktop,Social,A
ORD0612,S09207,U6419,2025-03-24,2025-03,Biology,Trial,49,Desktop,Email,B
ORD0613,S09210,U6421,2025-03-24,2025-03,Physics,Term,399,Desktop,Organic,B
ORD0614,S09240,U6441,2025-03-24,2025-03,Science,Monthly,149,Desktop,Organic,A
ORD0615,S09243,U5349,2025-03-24,2025-03,Science,Monthly,149,Mobile,Paid,B
ORD0616,S09270,U0902,2025-03-25,2025-03,Mathematics,Trial,49,Desktop,Email,B
ORD0617,S09299,U6487,2025-03-25,2025-03,Physics,Monthly,149,Desktop,Paid,A
ORD0618,S09329,U6505,2025-03-25,2025-03,Science,Trial,49,Tablet,Email,A
ORD0619,S09351,U6523,2025-03-26,2025-03,Chemistry,Trial,49,Desktop,Organic,B
ORD0620,S09372,U4567,2025-03-26,2025-03,Mathematics,Trial,49,Desktop,Social,A
ORD0621,S09382,U1464,2025-03-26,2025-03,Physics,Term,399,Tablet,Direct,A
ORD0622,S09433,U6572,2025-03-27,2025-03,Biology,Monthly,149,Tablet,Email,A
ORD0623,S09439,U0081,2025-03-27,2025-03,Biology,Monthly,149,Mobile,Organic,B
ORD0624,S09451,U6584,2025-03-27,2025-03,Mathematics,Monthly,149,Desktop,Social,A
ORD0625,S09459,U6590,2025-03-27,2025-03,Physics,Monthly,149,Desktop,Direct,A
ORD0626,S09476,U6604,2025-03-27,2025-03,English,Trial,49,Desktop,Social,B
ORD0627,S09483,U6608,2025-03-27,2025-03,Science,Term,399,Mobile,Email,A
ORD0628,S09496,U6618,2025-03-27,2025-03,Mathematics,Term,399,Desktop,Paid,B
ORD0629,S09499,U6621,2025-03-27,2025-03,Mathematics,Term,399,Desktop,Email,B
ORD0630,S09500,U6622,2025-03-27,2025-03,Science,Trial,49,Desktop,Social,A
ORD0631,S09519,U6635,2025-03-28,2025-03,Mathematics,Term,399,Mobile,Paid,A
ORD0632,S09521,U6636,2025-03-28,2025-03,English,Monthly,149,Tablet,Email,B
ORD0633,S09533,U6644,2025-03-28,2025-03,Mathematics,Trial,49,Mobile,Direct,B
ORD0634,S09547,U6655,2025-03-28,2025-03,Science,Monthly,149,Desktop,Direct,B
ORD0635,S09558,U6663,2025-03-28,2025-03,Physics,Monthly,149,Desktop,Email,B
ORD0636,S09559,U6664,2025-03-28,2025-03,English,Monthly,149,Tablet,Direct,A
ORD0637,S09563,U6667,2025-03-28,2025-03,Science,Trial,49,Mobile,Email,A
ORD0638,S09570,U6673,2025-03-28,2025-03,Biology,Monthly,149,Desktop,Paid,A
ORD0639,S09571,U6674,2025-03-28,2025-03,Mathematics,Term,399,Desktop,Email,A
ORD0640,S09586,U6688,2025-03-28,2025-03,Biology,Term,399,Desktop,Direct,B
ORD0641,S09592,U6693,2025-03-28,2025-03,Physics,Trial,49,Desktop,Email,B
ORD0642,S09594,U6694,2025-03-28,2025-03,Biology,Monthly,149,Desktop,Email,B
ORD0643,S09596,U1109,2025-03-28,2025-03,Science,Term,399,Mobile,Direct,B
ORD0644,S09602,U6699,2025-03-29,2025-03,English,Term,399,Desktop,Email,A
ORD0645,S09629,U6717,2025-03-29,2025-03,Science,Monthly,149,Desktop,Organic,B
ORD0646,S09676,U6749,2025-03-29,2025-03,Science,Monthly,149,Desktop,Organic,B
ORD0647,S09677,U1494,2025-03-29,2025-03,English,Term,399,Desktop,Social,B
ORD0648,S09682,U5406,2025-03-30,2025-03,Mathematics,Term,399,Desktop,Paid,A
ORD0649,S09691,U1812,2025-03-30,2025-03,Science,Term,399,Desktop,Email,B
ORD0650,S09701,U3917,2025-03-30,2025-03,English,Term,399,Desktop,Paid,A
ORD0651,S09702,U6763,2025-03-30,2025-03,Science,Term,399,Desktop,Organic,B
ORD0652,S09703,U6764,2025-03-30,2025-03,English,Term,399,Desktop,Direct,A
ORD0653,S09704,U6765,2025-03-30,2025-03,Physics,Monthly,149,Mobile,Direct,B
ORD0654,S09741,U6792,2025-03-30,2025-03,English,Monthly,149,Desktop,Organic,B
ORD0655,S09774,U6818,2025-03-31,2025-03,Mathematics,Monthly,149,Tablet,Email,A
ORD0656,S09789,U5598,2025-03-31,2025-03,Physics,Monthly,149,Desktop,Direct,A
ORD0657,S09810,U6842,2025-03-31,2025-03,Chemistry,Monthly,149,Mobile,Email,A
ORD0658,S09828,U6856,2025-03-31,2025-03,Mathematics,Monthly,149,Desktop,Email,B
