session_id,user_id,date,month,week,source,device,landing_page,pages_viewed,session_duration_sec,bounced,is_new_user,ab_group,converted
S05832,U4070,2025-02-03,2025-02,2025-W05,Paid,Mobile,/,4,304,0,1,A,0
S05833,U4071,2025-02-03,2025-02,2025-W05,Organic,Mobile,/tutors,2,280,0,1,A,0
S05834,U4072,2025-02-03,2025-02,2025-W05,Organic,Mobile,/,2,382,0,1,B,0
S05835,U4073,2025-02-03,2025-02,2025-W05,Paid,Desktop,/tutors,1,743,0,1,A,0
S05836,U4074,2025-02-03,2025-02,2025-W05,Email,Desktop,/tutors,1,219,0,1,B,0
S05837,U4075,2025-02-03,2025-02,2025-W05,Email,Desktop,/pricing,3,244,0,1,A,0
S05838,U4076,2025-02-03,2025-02,2025-W05,Social,Mobile,/,3,206,0,1,A,0
S05839,U4077,2025-02-03,2025-02,2025-W05,Social,Desktop,/contact,2,176,0,1,B,0
S05840,U4078,2025-02-04,2025-02,2025-W05,Social,Mobile,/,3,186,0,1,A,0
S05841,U1596,2025-02-04,2025-02,2025-W05,Organic,Desktop,/pricing,3,85,0,0,A,0
S05842,U4079,2025-02-04,2025-02,2025-W05,Social,Desktop,/,3,91,0,1,A,0
S05843,U3473,2025-02-04,2025-02,2025-W05,Organic,Mobile,/,3,725,0,0,B,0
S05844,U4080,2025-02-04,2025-02,2025-W05,Email,Mobile,/,1,300,0,1,B,0
S05845,U1459,2025-02-04,2025-02,2025-W05,Organic,Desktop,/services,4,101,0,0,A,0
S05846,U4081,2025-02-04,2025-02,2025-W05,Social,Mobile,/tutors,3,158,0,1,A,0
S05847,U1311,2025-02-04,2025-02,2025-W05,Organic,Mobile,/contact,1,308,0,0,A,0
S05848,U4082,2025-02-04,2025-02,2025-W05,Organic,Mobile,/,1,209,0,1,B,0
S05849,U3321,2025-02-04,2025-02,2025-W05,Organic,Mobile,/services,1,148,0,0,B,0
S05850,U4083,2025-02-04,2025-02,2025-W05,Organic,Desktop,/services,2,92,0,1,A,0
S05851,U3005,2025-02-04,2025-02,2025-W05,Organic,Desktop,/tutors,9,309,0,0,A,1
S05852,U4084,2025-02-04,2025-02,2025-W05,Direct,Desktop,/pricing,2,62,0,1,B,0
S05853,U4085,2025-02-04,2025-02,2025-W05,Organic,Mobile,/services,6,2026,0,1,B,0
S05854,U4086,2025-02-04,2025-02,2025-W05,Social,Mobile,/about,1,181,0,1,A,0
S05855,U4087,2025-02-04,2025-02,2025-W05,Email,Mobile,/tutors,5,114,0,1,A,0
S05856,U1213,2025-02-04,2025-02,2025-W05,Organic,Desktop,/contact,5,200,0,0,B,1
S05857,U4088,2025-02-04,2025-02,2025-W05,Paid,Mobile,/services,2,171,0,1,A,0
S05858,U1905,2025-02-04,2025-02,2025-W05,Organic,Desktop,/pricing,1,104,0,0,A,0
S05859,U4089,2025-02-04,2025-02,2025-W05,Organic,Mobile,/pricing,4,117,0,1,B,0
S05860,U4090,2025-02-04,2025-02,2025-W05,Social,Mobile,/services,3,211,0,1,B,0
S05861,U4091,2025-02-04,2025-02,2025-W05,Direct,Mobile,/tutors,2,94,0,1,B,0
S05862,U4092,2025-02-04,2025-02,2025-W05,Social,Mobile,/tutors,2,297,0,1,A,0
S05863,U2485,2025-02-04,2025-02,2025-W05,Organic,Tablet,/,3,113,0,0,B,0
S05864,U0527,2025-02-04,2025-02,2025-W05,Social,Desktop,/tutors,5,86,0,0,A,0
S05865,U0215,2025-02-04,2025-02,2025-W05,Organic,Mobile,/,5,118,0,0,A,0
S05866,U4093,2025-02-04,2025-02,2025-W05,Organic,Desktop,/,1,170,0,1,A,0
S05867,U4094,2025-02-04,2025-02,2025-W05,Organic,Desktop,/tutors,4,552,0,1,A,0
S05868,U4095,2025-02-04,2025-02,2025-W05,Organic,Mobile,/pricing,4,60,0,1,A,0
S05869,U4096,2025-02-04,2025-02,2025-W05,Organic,Mobile,/pricing,6,34,0,1,A,0
S05870,U4097,2025-02-04,2025-02,2025-W05,Organic,Desktop,/pricing,1,214,0,1,A,0
S05871,U2318,2025-02-04,2025-02,2025-W05,Organic,Desktop,/services,2,31,0,0,B,0
S05872,U4098,2025-02-04,2025-02,2025-W05,Direct,Mobile,/contact,5,175,0,1,B,1
S05873,U4099,2025-02-04,2025-02,2025-W05,Direct,Desktop,/services,1,144,0,1,B,0
S05874,U4100,2025-02-04,2025-02,2025-W05,Organic,Desktop,/,4,232,0,1,A,0
S05875,U4101,2025-02-04,2025-02,2025-W05,Direct,Desktop,/,1,390,0,1,B,0
S05876,U1339,2025-02-04,2025-02,2025-W05,Direct,Mobile,/tutors,4,459,0,0,A,0
S05877,U2952,2025-02-04,2025-02,2025-W05,Organic,Tablet,/tutors,4,108,0,0,A,0
S05878,U4102,2025-02-04,2025-02,2025-W05,Organic,Desktop,/,5,171,0,1,B,0
S05879,U4103,2025-02-04,2025-02,2025-W05,Email,Desktop,/pricing,3,484,0,1,B,0
S05880,U4104,2025-02-04,2025-02,2025-W05,Direct,Mobile,/tutors,4,34,0,1,B,0
S05881,U4105,2025-02-04,2025-02,2025-W05,Organic,Mobile,/pricing,4,55,0,1,B,0
S05882,U0733,2025-02-04,2025-02,2025-W05,Organic,Mobile,/tutors,4,73,0,0,A,0
S05883,U4106,2025-02-04,2025-02,2025-W05,Organic,Mobile,/tutors,1,409,0,1,A,0
S05884,U4107,2025-02-04,2025-02,2025-W05,Organic,Mobile,/tutors,3,53,0,1,B,0
S05885,U0199,2025-02-05,2025-02,2025-W05,Email,Mobile,/tutors,4,1885,0,0,A,1
S05886,U4108,2025-02-05,2025-02,2025-W05,Organic,Mobile,/services,4,138,0,1,A,0
S05887,U1795,2025-02-05,2025-02,2025-W05,Organic,Desktop,/contact,7,146,0,0,A,0
S05888,U4109,2025-02-05,2025-02,2025-W05,Organic,Desktop,/contact,2,206,0,1,A,0
S05889,U2618,2025-02-05,2025-02,2025-W05,Paid,Mobile,/about,2,384,0,0,A,0
S05890,U4110,2025-02-05,2025-02,2025-W05,Email,Tablet,/,6,186,0,1,A,0
S05891,U2373,2025-02-05,2025-02,2025-W05,Social,Desktop,/services,2,176,0,0,A,0
S05892,U4111,2025-02-05,2025-02,2025-W05,Email,Desktop,/,3,204,0,1,B,0
S05893,U4112,2025-02-05,2025-02,2025-W05,Direct,Desktop,/tutors,3,48,0,1,A,1
S05894,U4113,2025-02-05,2025-02,2025-W05,Organic,Mobile,/pricing,3,101,0,1,A,0
S05895,U4114,2025-02-05,2025-02,2025-W05,Paid,Mobile,/,2,101,0,1,B,1
S05896,U4115,2025-02-05,2025-02,2025-W05,Organic,Desktop,/tutors,5,202,0,1,B,0
S05897,U4116,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,1,50,0,1,B,0
S05898,U1744,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,1,603,0,0,A,0
S05899,U2306,2025-02-05,2025-02,2025-W05,Organic,Tablet,/services,5,70,0,0,B,0
S05900,U4117,2025-02-05,2025-02,2025-W05,Paid,Desktop,/,1,319,0,1,B,0
S05901,U4118,2025-02-05,2025-02,2025-W05,Direct,Desktop,/,5,70,0,1,A,0
S05902,U1604,2025-02-05,2025-02,2025-W05,Email,Mobile,/about,3,624,0,0,A,0
S05903,U0977,2025-02-05,2025-02,2025-W05,Organic,Mobile,/,2,171,0,0,A,0
S05904,U4119,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,2,156,0,1,A,0
S05905,U4120,2025-02-05,2025-02,2025-W05,Email,Mobile,/about,2,256,0,1,A,0
S05906,U4121,2025-02-05,2025-02,2025-W05,Organic,Mobile,/,5,138,0,1,B,0
S05907,U3175,2025-02-05,2025-02,2025-W05,Email,Desktop,/about,1,161,0,0,B,0
S05908,U4122,2025-02-05,2025-02,2025-W05,Organic,Mobile,/,3,326,0,1,A,0
S05909,U2447,2025-02-05,2025-02,2025-W05,Social,Mobile,/contact,4,337,0,0,B,0
S05910,U4123,2025-02-05,2025-02,2025-W05,Email,Desktop,/contact,4,268,0,1,B,0
S05911,U4124,2025-02-05,2025-02,2025-W05,Organic,Desktop,/tutors,3,44,0,1,B,0
S05912,U1883,2025-02-05,2025-02,2025-W05,Email,Tablet,/contact,3,162,0,0,A,0
S05913,U4125,2025-02-05,2025-02,2025-W05,Organic,Mobile,/contact,5,137,0,1,A,0
S05914,U4126,2025-02-05,2025-02,2025-W05,Direct,Desktop,/services,7,564,0,1,A,0
S05915,U1483,2025-02-05,2025-02,2025-W05,Paid,Desktop,/services,3,64,0,0,A,0
S05916,U3184,2025-02-05,2025-02,2025-W05,Organic,Mobile,/pricing,3,181,0,0,B,0
S05917,U4127,2025-02-05,2025-02,2025-W05,Organic,Desktop,/pricing,1,131,0,1,B,0
S05918,U4128,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,3,82,0,1,B,0
S05919,U4129,2025-02-05,2025-02,2025-W05,Direct,Mobile,/services,3,166,0,1,B,0
S05920,U4130,2025-02-05,2025-02,2025-W05,Direct,Tablet,/services,5,226,0,1,B,0
S05921,U4131,2025-02-05,2025-02,2025-W05,Organic,Desktop,/services,5,144,0,1,A,0
S05922,U0003,2025-02-05,2025-02,2025-W05,Direct,Desktop,/about,4,146,0,0,A,0
S05923,U4132,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,3,340,0,1,A,0
S05924,U4133,2025-02-05,2025-02,2025-W05,Social,Desktop,/,3,142,0,1,B,0
S05925,U4134,2025-02-05,2025-02,2025-W05,Organic,Desktop,/tutors,2,212,0,1,B,0
S05926,U4135,2025-02-05,2025-02,2025-W05,Social,Desktop,/,2,93,0,1,A,0
S05927,U1764,2025-02-05,2025-02,2025-W05,Email,Mobile,/,3,625,0,0,A,0
S05928,U4136,2025-02-05,2025-02,2025-W05,Direct,Desktop,/services,2,104,0,1,B,0
S05929,U4137,2025-02-05,2025-02,2025-W05,Direct,Desktop,/pricing,4,52,0,1,B,0
S05930,U4138,2025-02-05,2025-02,2025-W05,Organic,Mobile,/,6,361,0,1,A,0
S05931,U0984,2025-02-05,2025-02,2025-W05,Organic,Desktop,/services,3,187,0,0,A,0
S05932,U1677,2025-02-05,2025-02,2025-W05,Organic,Mobile,/tutors,1,197,0,0,B,0
S05933,U4139,2025-02-05,2025-02,2025-W05,Direct,Desktop,/,4,191,0,1,B,0
S05934,U4140,2025-02-05,2025-02,2025-W05,Social,Desktop,/tutors,7,162,0,1,A,0
S05935,U4141,2025-02-05,2025-02,2025-W05,Email,Mobile,/,1,889,0,1,A,0
S05936,U1924,2025-02-05,2025-02,2025-W05,Organic,Desktop,/pricing,3,111,0,0,A,0
S05937,U4142,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,3,135,0,1,B,0
S05938,U0185,2025-02-05,2025-02,2025-W05,Organic,Desktop,/,9,240,0,0,B,0
S05939,U4143,2025-02-05,2025-02,2025-W05,Direct,Mobile,/about,2,708,0,1,B,0
S05940,U0534,2025-02-06,2025-02,2025-W05,Social,Desktop,/contact,4,297,0,0,A,0
S05941,U4144,2025-02-06,2025-02,2025-W05,Paid,Mobile,/pricing,3,234,0,1,B,1
S05942,U4145,2025-02-06,2025-02,2025-W05,Organic,Desktop,/pricing,2,286,0,1,A,0
S05943,U0109,2025-02-06,2025-02,2025-W05,Paid,Tablet,/tutors,4,212,0,0,A,0
S05944,U0517,2025-02-06,2025-02,2025-W05,Email,Mobile,/,2,188,0,0,B,0
S05945,U4146,2025-02-06,2025-02,2025-W05,Email,Mobile,/services,1,175,0,1,B,0
S05946,U4147,2025-02-06,2025-02,2025-W05,Email,Mobile,/services,4,213,0,1,A,0
S05947,U2228,2025-02-06,2025-02,2025-W05,Social,Mobile,/,3,84,0,0,A,0
S05948,U3670,2025-02-06,2025-02,2025-W05,Email,Desktop,/services,1,170,0,0,A,0
S05949,U4148,2025-02-06,2025-02,2025-W05,Direct,Mobile,/tutors,3,845,0,1,A,0
S05950,U4149,2025-02-06,2025-02,2025-W05,Organic,Mobile,/services,6,230,0,1,B,0
S05951,U4150,2025-02-06,2025-02,2025-W05,Organic,Desktop,/contact,5,393,0,1,B,0
S05952,U4151,2025-02-06,2025-02,2025-W05,Organic,Mobile,/services,1,141,0,1,B,0
S05953,U4152,2025-02-06,2025-02,2025-W05,Paid,Mobile,/,1,816,0,1,B,0
S05954,U3009,2025-02-06,2025-02,2025-W05,Organic,Mobile,/pricing,4,285,0,0,B,0
S05955,U4153,2025-02-06,2025-02,2025-W05,Organic,Desktop,/tutors,7,49,0,1,B,0
S05956,U4154,2025-02-06,2025-02,2025-W05,Email,Desktop,/pricing,3,260,0,1,B,0
S05957,U4155,2025-02-06,2025-02,2025-W05,Organic,Mobile,/services,2,318,0,1,B,0
S05958,U4156,2025-02-06,2025-02,2025-W05,Social,Mobile,/about,1,99,0,1,B,0
S05959,U3292,2025-02-06,2025-02,2025-W05,Email,Desktop,/tutors,3,297,0,0,A,0
S05960,U4157,2025-02-06,2025-02,2025-W05,Social,Desktop,/pricing,2,39,0,1,A,0
S05961,U4052,2025-02-06,2025-02,2025-W05,Paid,Tablet,/services,2,881,0,0,B,0
S05962,U4158,2025-02-06,2025-02,2025-W05,Social,Desktop,/tutors,3,76,0,1,B,0
S05963,U2075,2025-02-06,2025-02,2025-W05,Direct,Mobile,/,6,204,0,0,A,0
S05964,U4159,2025-02-06,2025-02,2025-W05,Organic,Desktop,/,3,740,0,1,A,0
S05965,U4160,2025-02-06,2025-02,2025-W05,Direct,Mobile,/,2,169,0,1,A,0
S05966,U4161,2025-02-06,2025-02,2025-W05,Organic,Desktop,/pricing,11,396,0,1,A,0
S05967,U4149,2025-02-06,2025-02,2025-W05,Direct,Tablet,/services,4,177,0,0,B,0
S05968,U4162,2025-02-06,2025-02,2025-W05,Direct,Mobile,/about,1,288,0,1,A,0
S05969,U4163,2025-02-06,2025-02,2025-W05,Organic,Desktop,/contact,6,128,0,1,A,0
S05970,U4164,2025-02-06,2025-02,2025-W05,Email,Mobile,/services,3,561,0,1,B,0
S05971,U4165,2025-02-06,2025-02,2025-W05,Paid,Desktop,/services,4,95,0,1,B,0
S05972,U4166,2025-02-06,2025-02,2025-W05,Organic,Desktop,/,2,95,0,1,A,0
S05973,U4167,2025-02-06,2025-02,2025-W05,Organic,Desktop,/tutors,6,104,0,1,A,0
S05974,U4168,2025-02-06,2025-02,2025-W05,Direct,Mobile,/pricing,2,120,0,1,B,0
S05975,U4169,2025-02-06,2025-02,2025-W05,Direct,Mobile,/tutors,5,61,0,1,B,0
S05976,U4170,2025-02-06,2025-02,2025-W05,Direct,Mobile,/pricing,2,33,0,1,B,0
S05977,U4171,2025-02-06,2025-02,2025-W05,Organic,Desktop,/pricing,4,61,0,1,A,0
S05978,U4172,2025-02-06,2025-02,2025-W05,Email,Desktop,/tutors,7,573,0,1,A,0
S05979,U4173,2025-02-06,2025-02,2025-W05,Direct,Desktop,/tutors,4,820,0,1,B,0
S05980,U4174,2025-02-06,2025-02,2025-W05,Organic,Desktop,/pricing,1,88,0,1,A,0
S05981,U4175,2025-02-06,2025-02,2025-W05,Organic,Desktop,/services,1,319,0,1,A,0
S05982,U4176,2025-02-06,2025-02,2025-W05,Organic,Desktop,/,1,85,0,1,B,0
S05983,U2877,2025-02-06,2025-02,2025-W05,Organic,Mobile,/tutors,5,154,0,0,B,0
S05984,U4177,2025-02-06,2025-02,2025-W05,Email,Desktop,/pricing,7,544,0,1,B,0
S05985,U3717,2025-02-06,2025-02,2025-W05,Organic,Desktop,/services,1,165,0,0,A,0
S05986,U4178,2025-02-06,2025-02,2025-W05,Organic,Mobile,/services,6,215,0,1,B,0
S05987,U4179,2025-02-06,2025-02,2025-W05,Social,Desktop,/services,1,179,0,1,A,0
S05988,U4180,2025-02-06,2025-02,2025-W05,Email,Mobile,/services,4,295,0,1,B,0
S05989,U4181,2025-02-06,2025-02,2025-W05,Email,Desktop,/,3,152,0,1,A,0
S05990,U4182,2025-02-06,2025-02,2025-W05,Organic,Desktop,/,2,414,0,1,B,0
S05991,U4183,2025-02-06,2025-02,2025-W05,Paid,Desktop,/contact,4,53,0,1,B,0
S05992,U0792,2025-02-06,2025-02,2025-W05,Social,Desktop,/tutors,1,109,0,0,A,0
S05993,U0133,2025-02-06,2025-02,2025-W05,Direct,Desktop,/pricing,1,615,0,0,A,1
S05994,U1522,2025-02-06,2025-02,2025-W05,Social,Desktop,/,6,282,0,0,A,0
S05995,U4184,2025-02-06,2025-02,2025-W05,Organic,Desktop,/pricing,3,152,0,1,A,0
S05996,U4185,2025-02-06,2025-02,2025-W05,Direct,Desktop,/,6,89,0,1,B,0
S05997,U4186,2025-02-06,2025-02,2025-W05,Direct,Mobile,/about,4,1822,0,1,A,0
S05998,U2460,2025-02-06,2025-02,2025-W05,Email,Desktop,/services,5,507,0,0,A,0
S05999,U4187,2025-02-06,2025-02,2025-W05,Organic,Desktop,/tutors,2,110,0,1,A,0
S06000,U4188,2025-02-07,2025-02,2025-W05,Paid,Mobile,/,2,471,0,1,A,0
S06001,U4189,2025-02-07,2025-02,2025-W05,Social,Desktop,/pricing,2,53,0,1,A,0
S06002,U4190,2025-02-07,2025-02,2025-W05,Organic,Mobile,/contact,9,362,0,1,A,0
S06003,U4191,2025-02-07,2025-02,2025-W05,Organic,Tablet,/pricing,3,135,0,1,A,0
S06004,U3880,2025-02-07,2025-02,2025-W05,Organic,Desktop,/,3,51,0,0,A,0
S06005,U4192,2025-02-07,2025-02,2025-W05,Email,Mobile,/,8,100,0,1,B,0
S06006,U2876,2025-02-07,2025-02,2025-W05,Email,Desktop,/about,1,205,0,0,A,0
S06007,U4193,2025-02-07,2025-02,2025-W05,Social,Desktop,/,4,88,0,1,A,0
S06008,U4194,2025-02-07,2025-02,2025-W05,Organic,Mobile,/,1,282,0,1,B,0
S06009,U4195,2025-02-07,2025-02,2025-W05,Direct,Desktop,/,1,46,0,1,B,0
S06010,U0755,2025-02-07,2025-02,2025-W05,Direct,Mobile,/tutors,3,1142,0,0,B,0
S06011,U4196,2025-02-07,2025-02,2025-W05,Email,Mobile,/,2,150,0,1,A,0
S06012,U4197,2025-02-07,2025-02,2025-W05,Social,Desktop,/,2,370,0,1,B,0
S06013,U4198,2025-02-07,2025-02,2025-W05,Social,Tablet,/tutors,6,93,0,1,B,0
S06014,U4199,2025-02-07,2025-02,2025-W05,Email,Mobile,/about,3,191,0,1,A,1
S06015,U4200,2025-02-07,2025-02,2025-W05,Direct,Mobile,/contact,5,298,0,1,A,0
S06016,U4201,2025-02-07,2025-02,2025-W05,Paid,Desktop,/,2,150,0,1,A,0
S06017,U4202,2025-02-07,2025-02,2025-W05,Direct,Tablet,/,3,157,0,1,B,1
S06018,U0232,2025-02-07,2025-02,2025-W05,Direct,Tablet,/about,2,27,0,0,B,0
S06019,U4203,2025-02-07,2025-02,2025-W05,Direct,Mobile,/,2,815,0,1,A,0
S06020,U4204,2025-02-07,2025-02,2025-W05,Direct,Mobile,/,3,115,0,1,A,0
S06021,U4205,2025-02-07,2025-02,2025-W05,Direct,Desktop,/tutors,4,306,0,1,B,0
S06022,U4206,2025-02-07,2025-02,2025-W05,Direct,Desktop,/tutors,2,49,0,1,A,1
S06023,U4207,2025-02-07,2025-02,2025-W05,Social,Desktop,/about,3,58,0,1,B,0
S06024,U4208,2025-02-07,2025-02,2025-W05,Email,Desktop,/,3,121,0,1,B,0
S06025,U1334,2025-02-07,2025-02,2025-W05,Direct,Desktop,/pricing,4,77,0,0,B,1
S06026,U4209,2025-02-07,2025-02,2025-W05,Social,Tablet,/,3,65,0,1,A,0
S06027,U4210,2025-02-07,2025-02,2025-W05,Organic,Mobile,/,3,230,0,1,B,0
S06028,U3950,2025-02-07,2025-02,2025-W05,Organic,Desktop,/about,6,91,0,0,A,0
S06029,U1447,2025-02-07,2025-02,2025-W05,Email,Tablet,/tutors,7,472,0,0,B,0
S06030,U1497,2025-02-07,2025-02,2025-W05,Organic,Desktop,/pricing,3,306,0,0,B,0
S06031,U4211,2025-02-07,2025-02,2025-W05,Organic,Desktop,/services,4,196,0,1,B,0
S06032,U4212,2025-02-07,2025-02,2025-W05,Email,Desktop,/tutors,1,215,0,1,B,0
S06033,U4213,2025-02-07,2025-02,2025-W05,Organic,Desktop,/,4,126,0,1,B,0
S06034,U1348,2025-02-07,2025-02,2025-W05,Direct,Tablet,/,2,580,0,0,A,0
S06035,U4214,2025-02-07,2025-02,2025-W05,Organic,Mobile,/,2,77,0,1,A,0
S06036,U4215,2025-02-07,2025-02,2025-W05,Paid,Desktop,/about,2,100,0,1,A,0
S06037,U4216,2025-02-07,2025-02,2025-W05,Direct,Desktop,/about,2,46,0,1,A,0
S06038,U3018,2025-02-07,2025-02,2025-W05,Direct,Desktop,/tutors,5,195,0,0,B,0
S06039,U3881,2025-02-07,2025-02,2025-W05,Organic,Mobile,/,1,339,0,0,B,1
S06040,U4217,2025-02-07,2025-02,2025-W05,Organic,Desktop,/contact,4,154,0,1,A,0
S06041,U0715,2025-02-07,2025-02,2025-W05,Organic,Mobile,/services,2,79,0,0,A,0
S06042,U4218,2025-02-07,2025-02,2025-W05,Direct,Mobile,/tutors,4,475,0,1,B,0
S06043,U4219,2025-02-07,2025-02,2025-W05,Organic,Desktop,/contact,5,395,0,1,A,0
S06044,U4220,2025-02-07,2025-02,2025-W05,Organic,Mobile,/services,7,508,0,1,B,0
S06045,U1328,2025-02-07,2025-02,2025-W05,Social,Mobile,/tutors,4,125,0,0,B,0
S06046,U1610,2025-02-07,2025-02,2025-W05,Direct,Mobile,/pricing,3,280,0,0,B,0
S06047,U4221,2025-02-07,2025-02,2025-W05,Organic,Mobile,/,4,112,0,1,A,0
S06048,U0548,2025-02-07,2025-02,2025-W05,Social,Mobile,/services,5,233,0,0,B,0
S06049,U4222,2025-02-07,2025-02,2025-W05,Paid,Mobile,/tutors,4,443,0,1,A,0
S06050,U0326,2025-02-07,2025-02,2025-W05,Organic,Mobile,/contact,1,61,0,0,B,0
S06051,U1092,2025-02-07,2025-02,2025-W05,Social,Mobile,/contact,8,998,0,0,A,0
S06052,U4223,2025-02-07,2025-02,2025-W05,Organic,Tablet,/,3,95,0,1,B,0
S06053,U4224,2025-02-07,2025-02,2025-W05,Social,Desktop,/about,3,325,0,1,B,1
S06054,U4225,2025-02-07,2025-02,2025-W05,Email,Desktop,/services,2,196,0,1,A,0
S06055,U4226,2025-02-08,2025-02,2025-W05,Direct,Mobile,/services,3,230,0,1,B,0
S06056,U4227,2025-02-08,2025-02,2025-W05,Email,Mobile,/tutors,1,74,0,1,A,0
S06057,U3936,2025-02-08,2025-02,2025-W05,Social,Mobile,/contact,2,217,0,0,A,0
S06058,U3890,2025-02-08,2025-02,2025-W05,Direct,Desktop,/,1,190,0,0,A,0
S06059,U1413,2025-02-08,2025-02,2025-W05,Organic,Tablet,/about,3,205,0,0,B,0
S06060,U4228,2025-02-08,2025-02,2025-W05,Email,Tablet,/services,1,69,0,1,A,0
S06061,U4229,2025-02-08,2025-02,2025-W05,Paid,Mobile,/pricing,3,250,0,1,A,0
S06062,U4177,2025-02-08,2025-02,2025-W05,Organic,Desktop,/pricing,7,440,0,0,B,0
S06063,U4230,2025-02-08,2025-02,2025-W05,Organic,Desktop,/contact,4,172,0,1,A,0
S06064,U4231,2025-02-08,2025-02,2025-W05,Paid,Mobile,/,3,41,0,1,B,0
S06065,U3388,2025-02-08,2025-02,2025-W05,Social,Mobile,/,1,161,0,0,A,0
S06066,U4232,2025-02-08,2025-02,2025-W05,Organic,Mobile,/services,3,269,0,1,B,0
S06067,U0489,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,4,514,0,0,A,0
S06068,U2626,2025-02-08,2025-02,2025-W05,Organic,Desktop,/pricing,1,246,0,0,B,0
S06069,U3062,2025-02-08,2025-02,2025-W05,Social,Desktop,/services,3,1669,0,0,A,0
S06070,U4233,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,1,33,0,1,A,0
S06071,U4234,2025-02-08,2025-02,2025-W05,Email,Mobile,/pricing,6,254,0,1,B,1
S06072,U4235,2025-02-08,2025-02,2025-W05,Email,Mobile,/contact,2,150,0,1,B,0
S06073,U4236,2025-02-08,2025-02,2025-W05,Organic,Desktop,/about,2,104,0,1,A,0
S06074,U4237,2025-02-08,2025-02,2025-W05,Direct,Mobile,/services,3,149,0,1,A,0
S06075,U4238,2025-02-08,2025-02,2025-W05,Social,Mobile,/services,2,158,0,1,B,0
S06076,U4239,2025-02-08,2025-02,2025-W05,Organic,Mobile,/,8,222,0,1,A,0
S06077,U0544,2025-02-08,2025-02,2025-W05,Direct,Mobile,/contact,1,239,0,0,A,0
S06078,U4240,2025-02-08,2025-02,2025-W05,Direct,Mobile,/,6,448,0,1,A,0
S06079,U4241,2025-02-08,2025-02,2025-W05,Social,Tablet,/services,2,163,0,1,B,1
S06080,U2301,2025-02-08,2025-02,2025-W05,Email,Desktop,/services,3,254,0,0,A,0
S06081,U4242,2025-02-08,2025-02,2025-W05,Direct,Mobile,/,1,66,0,1,B,0
S06082,U4243,2025-02-08,2025-02,2025-W05,Social,Desktop,/services,1,104,0,1,B,0
S06083,U4244,2025-02-08,2025-02,2025-W05,Organic,Desktop,/services,3,201,0,1,B,0
S06084,U4245,2025-02-08,2025-02,2025-W05,Email,Desktop,/pricing,5,212,0,1,B,0
S06085,U4246,2025-02-08,2025-02,2025-W05,Paid,Mobile,/services,5,520,0,1,B,0
S06086,U4247,2025-02-08,2025-02,2025-W05,Organic,Desktop,/services,2,130,0,1,B,0
S06087,U4248,2025-02-08,2025-02,2025-W05,Organic,Mobile,/,1,298,0,1,A,0
S06088,U4249,2025-02-08,2025-02,2025-W05,Social,Desktop,/about,4,287,0,1,B,0
S06089,U4250,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,3,60,0,1,B,0
S06090,U4251,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,2,198,0,1,B,0
S06091,U4252,2025-02-08,2025-02,2025-W05,Direct,Mobile,/,1,159,0,1,B,0
S06092,U2198,2025-02-08,2025-02,2025-W05,Email,Mobile,/,4,332,0,0,B,0
S06093,U4253,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,3,421,0,1,B,0
S06094,U2656,2025-02-08,2025-02,2025-W05,Email,Mobile,/,7,154,0,0,A,0
S06095,U4254,2025-02-08,2025-02,2025-W05,Direct,Tablet,/,5,193,0,1,B,0
S06096,U4255,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,3,157,0,1,B,0
S06097,U4256,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,2,146,0,1,A,0
S06098,U3473,2025-02-08,2025-02,2025-W05,Organic,Mobile,/pricing,2,153,0,0,B,0
S06099,U1141,2025-02-08,2025-02,2025-W05,Direct,Desktop,/contact,1,345,0,0,A,0
S06100,U4257,2025-02-08,2025-02,2025-W05,Direct,Desktop,/,2,667,0,1,B,0
S06101,U4258,2025-02-08,2025-02,2025-W05,Direct,Desktop,/services,4,57,0,1,A,0
S06102,U4259,2025-02-08,2025-02,2025-W05,Organic,Desktop,/,4,170,0,1,A,0
S06103,U4260,2025-02-08,2025-02,2025-W05,Organic,Desktop,/about,4,64,0,1,A,0
S06104,U2388,2025-02-08,2025-02,2025-W05,Direct,Desktop,/pricing,8,124,0,0,B,0
S06105,U2764,2025-02-08,2025-02,2025-W05,Organic,Desktop,/about,4,196,0,0,B,0
S06106,U4261,2025-02-08,2025-02,2025-W05,Email,Mobile,/,4,201,0,1,A,0
S06107,U3968,2025-02-08,2025-02,2025-W05,Direct,Mobile,/,7,85,0,0,B,0
S06108,U4262,2025-02-08,2025-02,2025-W05,Organic,Desktop,/services,4,497,0,1,A,0
S06109,U4263,2025-02-08,2025-02,2025-W05,Organic,Mobile,/tutors,3,607,0,1,A,0
